idReponsvel,idAluno,grauParentestco,telefone,nome
289412754590515967366561076413060088759,289407993611774160196729378818041840567,1º,84 9279 0674,Davi Lucas Costela
290199482955291660929653674451715490743,290195521626394110223336657429020804023,2º,(084) 0779 6587,Luiz Gustavo Melo
290539372010162342476748282633157608375,290535411394318254405168823676252193719,2º,61 3296-7607,Sra. Marcela Caldeira
290933939985251430988994334507927864247,290929977467931442574913147319009674167,3º,+55 11 3472 8942,Sr. Luiz Gustavo Carvalho
291727800865357471196152858957804995511,291724624846006761885570722662210339767,2º,+55 71 6332 6000,Stella Costela
292146125880345436955915509097264579511,292142165185273186370510250560530416567,3º,+55 (051) 7217-5753,Emanuelly Cunha
292716562629107789103176878699286102967,292712599715646988114951091001216992183,1º,+55 31 4264 2731,Carlos Eduardo Dias
293448629820773478896389889643474322359,293445461328098208439209864251037713335,3º,(084) 5215-8160,Laís Pires
294079294075659599480382892756860928951,294076908436458132465137224976951411639,1º,0900 998 5701,Srta. Maria Clara Gonçalves
294806600684724294672696734471430603703,294803431558223724098673671381386003383,3º,(071) 8684 4167,Sr. Felipe Pereira
295231263001975451408532663359710167991,295228093637790393291125208562964628407,3º,31 5391 4018,Nina Silva
295645626846522191495324415889965843383,295642459859182008803901533860514759607,2º,61 3014 8209,Fernanda Araújo
296037821304318677676114465135681340343,296033843971332299093222639093185512375,2º,0500 354 4506,Sofia Martins
296556751190805206460179660107992531895,296551996074947425344271885970677433271,1º,+55 41 3654 4093,Nicole Silveira
297222267280556051810243169840823272375,297219889801855323768350415879542145975,1º,+55 (061) 2453 8308,Srta. Gabriela Pereira
297549480067108938610160900661152318391,297547102746864535597187509154633483191,1º,(011) 3811 0043,João Lucas Carvalho
298174588843239558979737467295327585207,298172212156820456078384908243503940535,1º,+55 (084) 0516 9580,João Miguel Ferreira
298922521553676892721186092278652076983,298919352427176322147551183181491471287,1º,0500-968-3818,Erick Nascimento
299580097317752395984162193793484063671,299576147952307384937142799375563752375,3º,+55 81 1304-6571,Diogo Oliveira
299897009571668640765525591185902797751,299893840762080720247671543443535168439,1º,+55 (011) 2399 5635,Isabel Castro
300526874652079479961258118793088205751,300523704257928309160815256831613207479,3º,(061) 6271 3779,Luiz Gustavo Farias
301139307635261280661404474051045622711,301136138984129685175294390154731717559,1º,+55 51 5568 7549,Isabella Rodrigues
301667758766177961166003293606209913783,301664591065784315849400617820156593079,3º,21 2642 3590,Vicente Cunha
302232674421207344289054517219807200183,302228713329994281129349565461754545079,3º,0900 745 4154,Julia Alves
302833998269125882388089446525500130231,302829245371656651670037264435320718263,2º,(081) 3267-4818,Dr. Davi Luiz Pinto
303676986155962142479261094961951802295,303674608518805089408311055807320163255,2º,31 9561-3130,Srta. Maria Luiza Duarte
304330616674457085438012414161349510071,304328240859547770195516782852230611895,3º,+55 61 6664-4183,Maria Cecília Silveira
304925625166313449010688561104587850679,304920868624348742637706613884635579319,1º,+55 11 9094-0814,João Gabriel Rodrigues
305578460630197561324543440778156049335,305575292375206778410130532468493910967,3º,+55 61 8427-6326,Ryan Moreira
306066505873600942102092270668246942647,306063344828372947983357871617692926903,1º,31 4335 4131,Lorenzo Freitas
306436504561669057131355012532053214135,306432541410523768598893371322733429687,3º,0900 678 4605,Ana Lívia Rezende
306916627939558961646421810790927696823,306913455089334752902967643047175914423,3º,41 4559-7401,Ian Castro
307497386057964697061795012960361644983,307493415221687644647314483993085477815,2º,0800-694-7576,Clarice Farias
307808734593396540143380462924755895223,307805564040789044313768288729199543223,3º,+55 71 9401-1397,Cauã da Conceição
308524956865612839699574717370287260599,308521787659884106612936760050223154103,2º,(051) 1301-0287,Isabella Rezende
309115999433338226742555864388159669175,309110463523938867550270292185326027703,3º,+55 61 7460 7022,Breno da Luz
309604055451771709458024890943167267767,309600874599503086775727827822976435127,1º,84 6844 4431,Benjamin Moura
310039006892804106159319095183889662903,310036630285613165774877864406596977591,1º,21 9275 8952,Letícia Jesus
310604696765437578676356771920719643575,310601528906587608329581044133634769847,1º,+55 (084) 8708-1733,Marina Silveira
311225053436380593467074212135635780535,311221094405099755675197604461623378871,3º,(061) 7093 0511,Sr. Eduardo da Conceição
311719436615872465332560910559073272759,311716269945444932701339454393656017847,3º,+55 11 7088 9327,Lucas Gabriel Alves
312379406021193849552260462487242277815,312377029176318421621935905160011449271,3º,31 8159 0418,Olivia Rodrigues
312972840804058192293665907737169757111,312967282710773329108349845860610474935,3º,+55 (031) 8164 5726,Emanuella Nunes
313701725004294871518502362313453208503,313696970443034227998534138004527907767,3º,+55 61 6117 5543,Ana Laura Cunha
314521742507657858494101540497543922615,314517775157419956706847667579645068215,2º,+55 21 1825 7911,Anthony Pires
315265690516889699825081336570996589495,315262521469617291767459006147729818551,3º,+55 (041) 6036-1533,Srta. Cecília da Cruz
316270301953779158827362550501999903671,316267132589594100710277103078611354551,2º,61 1360-0996,Eduarda Gonçalves
316995240512294465175040809078484108215,316991278391115289328886440163178447799,2º,+55 71 9001-2107,Isabel Teixeira
318388866822362387900173566751990350775,318378563675196382905803084508527068087,2º,(021) 6492 9298,Gustavo Duarte
319283348340371331474111475779457254327,319280178976186273356770449077215429559,2º,0300-461-1253,Rodrigo Lima
319910044056597112554464857272074109879,319906081618505286652558055974623249335,3º,+55 71 7831 6024,Ana Julia Santos
320806114416177117181473299382206202807,320802945210448384097025780330904421303,1º,(071) 3400 8383,Guilherme Almeida
321283860553050781195427247426996798391,321279913802135133117892222223523251127,3º,31 4736 2449,Marcelo Nogueira
322065055543728316018481647654680134583,322061881188169019505946398547966690231,3º,+55 41 4760 7594,Emanuel Moura
322764635148126869206911914466496218039,322760675562248893818427535369382921143,2º,+55 (071) 9728-4937,Mariana Nascimento
323155230068550354908873797907075302327,323151279118542093573578950315562238903,3º,+55 (071) 0427 0615,João Caldeira
323775586184896232100667490590515266487,323772415949201386324971406029043794871,3º,+55 31 8654 5705,Samuel da Rosa
324513199189481595366614199545165513655,324510033232107525363716331151231812535,3º,81 6247-3382,Gabrielly Rezende
325543958613758287085499022967876879287,325539997601773386440013935757047890871,2º,(041) 5585-3659,Felipe Souza
326234035196204066836988076755708543927,326230869318058159347972865886899143607,3º,+55 31 1379-3332,Lavínia da Luz
327314709234374532746947356573426779063,327309953563919614027862466531560784823,2º,84 3377-1051,Samuel Alves
328161657420142230858931516372137804727,328157694585909592385296014290643583927,2º,(061) 6162 2812,Matheus das Neves
328881861462122009795939203946545152951,328878671894755510542272391851211490231,1º,+55 61 9406 8819,Joaquim Moreira
329560824868668238715168558514784437175,329556863777455175556167575673485132727,3º,+55 71 9666 5853,Mirella Souza
329964098909623369677424904117036516279,329960936438288450303548094749010559927,3º,(021) 7246 5591,Mirella da Cruz
330864922008216280000060356525253985207,330861751851749596740585986545372365751,1º,61 2193-9100,Gabrielly Lopes
331572429103327847963891213222447154103,331566887964869762827091564074543350711,1º,+55 (051) 0832 1255,Leonardo Cunha
332138120085155595674180461602497889207,332132576015255497515170992757548516279,1º,(041) 9458 5596,Lavínia Fernandes
332611902516286833554633173506558526391,332607940553563982738233584776892384183,3º,+55 (021) 1308-3282,Carolina Lima
333129269310355118422837123265461486519,333125301722432729092871865310176871351,2º,+55 (021) 4284 5409,Cauã Costela
333656129064399537412460628895156405175,333653765688311736906585666335757566903,3º,(011) 7045-5542,Natália da Mota
334202011896404443839271417301654832055,334199635289213503452977799702629319607,1º,+55 (084) 3373 1073,Sr. Miguel Rodrigues
334907935062091026631620840122566837175,334901599027478435883939373932012110775,2º,+55 71 9195 8350,Dr. Benício da Mota
336044858639573582275925113955955246007,336039314411217159087606721288476033975,3º,(021) 7132 4732,Carolina Pereira
336549541797104958562674671665771971511,336545582290455145691310193800932230071,1º,(011) 4404 6331,Luiz Felipe da Mata
337059790495368474378541260500927513527,337055018186999427667249992041415050167,1º,+55 31 5875-9733,Gabriela Viana
338024772559965435955994231377185997751,338016853388209485179523683891737265079,2º,41 2298-9129,Caroline Rezende
338513608579658871605709683044909319095,338508079483881488639763641869413909431,1º,51 5217 5781,Raul Correia
339349465614956197854740735963116602295,339339166746110968634664509388408226743,1º,0800 883 3794,Dr. Gabriel Sales
339919118401050471356353751425055196087,339915946263879725241869156524337922999,2º,71 7049-9019,Maria Luiza Jesus
97066470495792503039819003973600183,93894967150346504635464613978440631,3º,+55 (061) 5732 3963,Yasmin Jesus
911529604297554465201183412734657463,904400495778195933666637268002276279,3º,+55 (021) 5140 8757,Elisa Barros
1390088939031264887164395987931497399,1386900243174553290580093382118605751,1º,(081) 0338 9956,Thiago da Luz
2151451139927416494419639978174972855,2148290253155747405167834810781270967,1º,21 4169 5920,Pietro Pinto
2462817105555012711144763521667171255,2460440339907747296910753436879029175,2º,+55 81 7722-7183,João Guilherme Caldeira
3175078999611711733794237309631333303,3172707304566847230787857451485234103,2º,+55 81 7194 9229,Evelyn Almeida
3652045214453585330473605636229956535,3648863411447012474405351458565522359,2º,41 1893-9030,Isabelly da Mota
4082241460400038400315831426989949879,4079072254671305312937313443200107447,3º,+55 61 9432-4682,Guilherme Moreira
4419757869487905279729295515170636727,4415808979411869314274775141225595831,3º,+55 (011) 7446-6035,Maria Fernanda Silva
5255610547236293241067009249487618999,5253234811555140509639567173363172279,3º,(011) 5136 0413,Felipe Correia
6058192388102928580703943824179987383,6055814592489550478556565228266718135,2º,(084) 4676-2645,Sr. Cauã Moraes
6837011009274010558275310972496511927,6832258270261104871316604057192498103,3º,(084) 3018 5857,Sra. Olivia Novaes
7208584594756584135633604196153164727,7203040841769136030519114362035372983,1º,(041) 1213 7184,Eduardo Lopes
7754466396795377874594074486309651383,7749713657782472188516665723086701495,3º,11 1531-2144,Dr. Ian Rezende
8695701879610914093730863673766052791,8692527682507942605713271336013661111,3º,+55 84 7287-3074,Matheus Jesus
9320834424190288737004260109840548791,9316846949999108329199897067376608183,2º,(011) 0897 5899,Nicolas Pereira
9730418829833355825906929343916147639,9726455361775417237343545306353238967,1º,(011) 6874 2224,Dr. João Felipe Gonçalves
10199448601179850532289703715031745463,10196279474679279960062450976401130423,2º,+55 11 7150 7265,Carolina Nogueira
10919658030674680443693193634645279671,10916464184987405417116701280996426679,1º,+55 (071) 6809 8466,Felipe Costa
11573264146895569003739619210113057719,11570885875913215819120454195262784439,2º,(071) 8238 6434,Sophia Pires
12303747963733411228983548879833400247,12299787585573810694404066207877825463,3º,+55 (071) 5986 4169,Diogo Melo
12831406654568624057104633861788402615,12827444691845773241497115716586046391,2º,+55 31 1306-8858,Heitor Ribeiro
13204573122258546917551329928968143799,13200609495744283299311697224267989943,3º,0800-303-5118,Diego Ferreira
13556345371540255432019878957235307447,13550798370198144245040205016856789943,2º,+55 (071) 9596 6510,Raul Silva
14160063573758137114251148475876246455,14156101927947936354287976321762198455,3º,81 3099 9408,Rafaela Farias
14823995258715022207119409131735483319,14820033771361146475304076521219818423,2º,+55 81 4090 5543,Augusto Peixoto
15365918187929303190600579908913857463,15361954957555852143254511732356547511,1º,+55 (031) 9868-6327,Nicole Jesus
15852378551169748621615229296286368695,15849208236246740336130822220923798455,2º,84 7446-6971,André Nogueira
16524233448518872718555163048414544823,16520273783412734814877015984658711479,1º,0500-183-1942,Letícia Azevedo
17032875082733949197818198462122165175,17030498950911983892318494945861436343,2º,0900-693-9047,Francisco Costela
17673833056634735569894232792945132471,17670662424799077225073935406934000567,2º,71 9578-4429,João Pedro Silveira
17980447630128188841505025740108989367,17976485112808200426450498081725350839,1º,(021) 8883 8244,Emilly da Cruz
18420162189062780605376311222025323447,18416199830199117215498373253082383287,1º,+55 (071) 9997 7972,Vicente Ferreira
19068248003832325287222688940944524215,19064286991847424640202155732158907319,3º,(051) 0471-6874,Marcela Carvalho
19392292456166266655352593890438022071,19389122775068558480121613832910275511,3º,11 4876 5703,Maria Clara Peixoto
19874796085742587209509194554644104119,19870834123019736393601342609291477943,2º,+55 (081) 7206 5833,Francisco Almeida
20584676856603082536071080415745803191,20580713705457794002576707516874621879,3º,(011) 0676 3217,André Duarte
21225630869095743199789337592327308215,21222461346454360052831734918010897335,2º,+55 (084) 5606-5359,Sra. Vitória Peixoto
21769930167816477024203498450344739767,21766758822927356054348929870690780087,2º,+55 31 5522-9871,Gustavo Alves
22477439719001082931021454081817576375,22474267264917686755792749561968329655,2º,(021) 9423-5410,Camila Ferreira
22778504438938574501644682936707187639,22774540891652473395699907413506524087,2º,41 8171-4688,Lorena Mendes
23286356089145221248952247234465104823,23282393254912582773896703895465624503,1º,0500-142-5703,Igor Araújo
23725279713333433106940933405860430775,23721329397150471885814266808273994679,1º,+55 41 8353-5987,Dra. Nicole Moreira
24452594641355192295728103923627852727,24447841268516986491593937363220562871,3º,+55 71 0639-0193,Luna Correia
24775847287432966106656100221230252983,24771882789408914835568749051621147575,3º,+55 11 1730 6086,Dr. Davi Lucca Pires
25247252715232451031308457208375935927,25244082321081280230862217547180409783,2º,+55 (021) 0509-6220,Clarice Duarte
25743222359450508526783685907024446391,25740061789591489495159499416622334903,2º,71 9298-0613,Kaique da Rocha
26589380481981614394663321446222398391,26585431750361903461061132784364684215,3º,+55 41 5313 6175,Cauã Lima
27326200095747559820592720173622100919,27322245659700147859540234436184638391,1º,+55 61 7003 4184,Heitor Silva
27740561959590237050664850249478308791,27737408282581356759920377857134822327,2º,61 1990-8213,Sr. Pedro Dias
28359335334933566785262210008316380087,28355373689123366024351311607617553335,2º,+55 21 7682 7716,Alice Martins
28992381901438328779577517979413513143,28989199860747268382902185690252182455,2º,84 4883 5728,Clarice Ferreira
29733151435246422854860690949012718519,29730774986511807494791594377721676727,1º,(081) 0820 7441,Vitor Hugo Moreira
30070664279066976588088721732691821495,30066703108625750915521459240090993591,1º,+55 (071) 9477 7488,Yago Souza
30544447977848814698635043904210338743,30540485777441476337939084543300731831,2º,0500 235 9359,Nicolas da Cunha
31015856178633987621327185415678198711,31012686259851791904585874046389060535,3º,+55 (031) 5679-3764,Matheus Cardoso
31828738472909102470168668918104982455,31824774925623001368459528844446270391,1º,31 2480 6891,Henrique Pires
32240721748856776452278384425032745911,32238349261530286808666225987855582135,3º,(041) 1146-3441,Bianca Freitas
32721637725284473667351189482939614135,32718468678012065607316618509262521271,2º,+55 (081) 2155-3984,Ryan Ferreira
33113033008605678465812566881654277047,33109854691638256237214444608221873079,1º,+55 (031) 0381-4507,Antônio Ramos
33831624361337479550461719440139748279,33828454601011608864006613012519846839,1º,+55 (031) 1802-5683,Pedro Lucas Carvalho
34299862009515156646742338716228125623,34295903295146968914065387464136328119,1º,0900 232 2388,Sr. Pedro Mendes
34871098408121765261462416264242922423,34867137475365027129170935835550548919,2º,+55 (071) 7659 2980,Agatha da Mota
35835304749779549680201144644114056119,35832134593312866421112958332279456695,3º,(051) 5474 0742,Davi Luiz Silva
36218768897892264042995682944221447095,36216391894560511087219253400326898615,2º,51 2885 0900,Maria Cecília da Conceição
36679875615302844776256144205867647927,36677504474855117872277657620580664247,1º,+55 (071) 9385 2244,Maria Clara Gonçalves
37160009213625713628810404248036836279,37156036872013573442535375142308283319,1º,81 5839-0911,Agatha Ribeiro
37889691003774423951883077126625428407,37886522114958340922031972728118182839,1º,+55 11 7457 4669,Sra. Maria Luiza Barros
38383280713218715463233368817251124151,38380904502168587643518867303347520439,2º,41 6155 6223,Maria Alice Lopes
38928385366211406784096202819448865719,38925201265588121016248322247947977655,3º,61 0836 7067,Sra. Maitê Azevedo
39293616024231250869824957033369306039,39288860353776332155706411480586126263,3º,(031) 1867-7718,Dra. Ana Beatriz Freitas
39814935749011859925253798634476274615,39810974657798796766977895333183620023,3º,+55 (081) 8090-3863,Sr. João Miguel Souza
40388557786819935556507573455828550583,40385383272804314015857417377791869879,3º,0800 263 2232,Sra. Alana Fernandes
40786288629384756014722238202624869303,40783104607989632760210390751476188087,2º,+55 61 7592 0718,Danilo Duarte
41109523369897801601236368740025893815,41107147713444811388630344130390918071,3º,21 5353 9390,Sr. Emanuel Sales
41589646193190568519753379421001876407,41585682725132629929465116726156067767,3º,+55 51 1938 0103,Luiz Henrique da Mata
42015893549060985624112374390192341943,42012724343332252536368501886632068023,1º,+55 (071) 5227-1948,Isaac Campos
42435008706513706145285504981044298679,42431839896925785628587474968027333559,3º,+55 (084) 3067-8948,Cauã Rocha
42946826439307654449070192160766428087,42942071719590685902139700910148027319,2º,+55 (021) 2425 4874,Pietra Ramos
43732767593060606278807520286425220023,43729598704244523249955089105287381943,2º,+55 (081) 9079 7560,João Gabriel Cardoso
44282612070875713468877271349342766007,44279441676724542664058036449970488247,2º,+55 11 4299 7902,Nicolas Cardoso
45012301466928025157388518283968512951,45009134717272330011624908722993890231,1º,0500-904-4890,Maria Cecília Moura
45790322181274425981104935361772258231,45787945257170835536827351765239464887,3º,+55 (011) 1413-1308,Vinicius Barbosa
46397212203750403721937763009791525815,46394042601880858065288665213572481975,2º,(051) 7320-9287,Gustavo Henrique Monteiro
46960523092348060419682048535741858743,46957354995813602532220992593634526135,2º,+55 (031) 5892 5102,Heitor Cunha
47740127577663121389520632540500853687,47736958530390713330882458926285325239,3º,0900-261-9458,Rebeca Costa
48396137714019180272799789658885325751,48392968191377797129488132357902042039,3º,+55 41 2470 8640,Heitor Nogueira
48857244510657923521337898430233838519,48854075780298165519812807235582821303,3º,(081) 4251 9276,Breno Rezende
49202681121467853861304122606979646391,49197943752718475940115388214265775031,3º,(081) 4750 5726,Sr. Levi Martins
49485524552449502344437825296532767671,49483147628345911900562469441719501751,2º,+55 (041) 2304 6652,Dr. Davi Luiz Santos
49892775054881224234490982262313845687,49889589528151013210884261174344680375,1º,(061) 2764 7600,João Pedro da Paz
50193824483783350553193682072485757879,50190656308020730151388068168471937975,1º,0800 282 6728,Sr. Pedro Souza
50772997088200850512603153978198590391,50769813542174702345050085549731480503,2º,+55 (071) 2260 6684,Thiago Carvalho
51291925390124129012096543520475841463,51288757768958646211235948955697415095,3º,(081) 5995 9388,Vitor Gabriel Cardoso
51637361525565084266552177429716403127,51634190576816775867053556172687934391,3º,+55 61 3545 2872,Nathan Duarte
52340908321745214212718820379158905783,52337738957560156098039421056693044151,3º,+55 (081) 3197 5099,Lorena Sales
52655460131015671518363113501766190007,52652273653547510318837828758997828535,3º,61 9675 5607,Mariane Costela
53479416066337242577157286934622766007,53475454975124179416535852652400214967,1º,+55 (071) 1246 7779,Maysa Silva
54160777392450128222305991331793863607,54156025287262522645074071752899036087,2º,+55 (041) 7297-5292,Anthony Costela
54786682015473204372116408931736355767,54781929197232136169797019388600386487,3º,(081) 6033-6581,Henrique da Costa
55621745897635600319996869953188004791,55618576691906867230871518263931831223,2º,0800-594-7934,Benício Viana
56092360311460542826856828216453366711,56089191977241597399897987046065832887,2º,81 9151-2648,Bianca Campos
56433834404950484749985380757353530295,56430665278449914178131926787794666423,2º,+55 11 6498 7425,Sr. Luiz Fernando Gonçalves
56807003883310583151483580186391479223,56803037642266956564964291167566169015,1º,+55 51 6435 5697,Maysa Moura
57488364021001031083984242096432481207,57485984720052565213043731038732551095,1º,+55 51 4908 7206,Ana Luiza da Conceição
58136447142013050280281317581342901175,58133278490881454793544388911894365111,2º,+55 51 5961 3643,Alice Alves
58756011848243572487719539529453142967,58752842642514839400041250695466451895,3º,+55 (051) 5734 1112,Thales Caldeira
59413605993252779059858988734966137783,59409644981267878414758959292277326775,1º,0900-539-9353,Emilly da Conceição
60006232490403151276491178749605446583,60003854615561610660280154218542924727,2º,+55 81 7671-0171,Ian Teixeira
60716918536307441581760621249013482423,60712156289915034180736998027412374455,3º,0900 856 8555,Heloísa Lopes
61427585805137216006262708688379970487,61424431890443848172895234401337869239,2º,+55 11 0305 8423,Gustavo Henrique Azevedo
61842740188289523421790247918409876407,61838779017848297748487772786640815031,3º,+55 (071) 5035 0311,Vitor Hugo Rezende
62455979397253069279479648653125354423,62452005787990328864869101984473678775,3º,+55 (081) 5681-5593,Maria Vitória da Conceição
63047009605385104097335595168918930359,63043840082743720951054658338614936503,3º,0900 902 8112,Isabel Castro
63533469255572086903408578629986419639,63530309002625717924421178004519257015,2º,11 4514 7722,Marina Costa
64145112175517295360898879858583798711,64140358644222764525320520302319633335,2º,11 4839 0752,Dr. João Felipe Porto
64577697150563553497863271644227961783,64573747547434054905727007037952623543,1º,81 3725 9553,Milena Monteiro
65376317028707338020607191855080407991,65373940738429047692800254561967408055,1º,(021) 1154-3327,Alana Santos
66125023719064273614556426972850029495,66121063023992023021933868558277936055,2º,31 8699-8095,Lorenzo Gomes
66911759689743568542714363248424256439,66907809056647957266055940650433774519,1º,(061) 8193-8609,João Gabriel Cunha
67300774325237544724320162157273809847,67297600048906410723898218872081482679,1º,(071) 5373 7793,Maria Eduarda Lopes
68089089788564724026148263413619622839,68085920265923340880041278118922814391,2º,(071) 8049-0148,Maitê da Luz
68699939634603164696319683299801039799,68695978147249288965899340673863386039,1º,+55 31 5490-5733,Dra. Esther Barros
69371000348851245810052869434420495287,69367038703041045049320144693979513783,2º,31 0803 5547,Dr. Gustavo Farias
70074560217678190610195784763781153719,70069793613736844923795361416618443703,3º,+55 81 9517-3809,Yasmin Teixeira
70879505434632626455233678037091615671,70876335198937780680847296542254826423,3º,+55 81 8963 5617,Eloah Correia
71268516029490314407372453714506023863,71265346665305256290753128852550321079,3º,+55 (084) 7757-8310,Dr. Luiz Fernando Mendes
71808851780924947133310214606386627511,71805682733652539074281635199473419191,1º,(051) 6434 2581,Heloísa da Costa
72139233060153104395144913202215912375,72136064012880696336062009124797547447,2º,0900 259 9214,Enrico Martins
72656593278283900573063270822005965751,72653423834870679944176954801245127607,2º,(061) 1330-5278,Isadora Santos
73404506181680605750672260358610355127,73400546199661817791133031571699008439,3º,61 2236 8572,Paulo Teixeira
73828395073609298235691470265545655223,73824417423710269594724761808065004471,1º,41 8026 8904,Luigi Moura
74487555797075899359524073721842369463,74485178952200471428883419995765474231,1º,0500-449-1483,Maria Clara Gomes
75107912626475239181251391043550839735,75105535623143486220545771707499283383,2º,(041) 8713 0028,Juan Costa
75857411281544667355691553308830598071,75855033248246801710211574401931150263,2º,+55 51 7108 0162,Cauê da Cruz
76404878359887209015162482574783415223,76401708282648688271490429461192770487,3º,(031) 5048 6192,Sr. Anthony da Rosa
77110007263244586303467535053518799799,77105260387115706670229245187756131255,1º,+55 41 2952-7901,Bianca Melo
77572700207696865124228632684498518967,77568738720342989389644712203056841655,3º,+55 51 1511 4688,Dra. Sarah Novaes
78235047884000602526176485898683941815,78231879312097169556347507804045837239,3º,+55 84 4827 8000,Breno Duarte
78887095819949323054766078184187495351,78883927564958540137783303337157067703,3º,+55 71 7874-3774,Dr. Leonardo Campos
79524089929651358269828085272176493495,79520129393035432712345204822695478199,1º,0500-524-1823,Enrico Ferreira
80295772707909268007647608872762606519,80292614039526149316509226831171552183,1º,+55 (084) 5450 9716,Ana Lívia Teixeira
80645170568388586533804796088659739575,80642000095009253216819619547121451959,2º,81 6556 4017,Nina Azevedo
81090432524806102053167760261148574647,81087276391724183821633664077705511863,2º,(011) 8115-7528,Juan Ribeiro
81580060350755705258940643325457466295,81576099180314479584869741507268314039,3º,+55 (071) 5297 6940,Kaique Caldeira
81998386633394271248532035779290203063,81993633419012390472947936504200823735,1º,(041) 3946 2217,Heitor da Luz
82771653261849003643223848816142975927,82768484848401895697043614237360128951,2º,51 9746 5371,Diogo Duarte
83491044343653223714081913618003395511,83487084203178110721970621603555574711,3º,21 1312-3919,Fernando Costela
83815880285330682580453606002648155063,83811931395254646618299379730635555767,2º,(011) 0923-8932,Thomas Ferreira
84319781777810693137388520055781983159,84314223605297667436562030863780676535,2º,+55 81 0080 3466,Mariane da Rosa
84853769293495707917412919827428017079,84851410671097658269336449570295776183,1º,+55 (031) 7312-1582,João Guilherme Moura
85314083570824820977872835611612939191,85310914365096087892256350982031803319,2º,(081) 9153-2510,Dr. Bernardo Campos
86111119915684432899266933712371319735,86106365909020926982853001776789193655,1º,(021) 8153 3093,Melissa Ribeiro
86644323944070344118657329227498783671,86640364278964206215037728958898766775,1º,+55 (011) 1218-6679,Joana Monteiro
87286073090401997938521203572929201079,87283696879351870126014994737608786871,2º,+55 (061) 2011-7475,Laura da Rosa
88047455890620403255176947078938231735,88045079758798437952837081651231327159,3º,(051) 8302 8247,Bruno Rocha
88726439658804398342279299877602329527,88723272513007890624535632378381730743,2º,(084) 7220-2465,Otávio Dias
89330963373750562545721219589169480631,89327782283797452322273831652430185399,1º,(031) 8209-2374,Dra. Bianca Duarte
89723130101690168736544681758384456631,89719963114349986050225504006650987447,2º,0300 860 1530,Felipe da Cunha
90387064005035604229593799243986109367,90383894482394221084635231854268777399,1º,31 5533 3315,Beatriz Novaes
90850549627253838258887373867295441847,90847380104612455115125638078551819191,1º,51 2894 7444,Júlia Teixeira
91200738105566886632190811783458718647,91195983148165430542975933035124622263,3º,81 8888-0172,Lara Moraes
91776726054763963223025245410409317303,91773556056753604992228732355272246199,1º,0300 889 4716,Sra. Maria Eduarda Sales
92565046667921705953563699370650764215,92562668317711190254510185876323304375,1º,0800 122 9955,Nicole Farias
92969109187550178875780324292005462967,92965940694874908417706897323489231799,3º,+55 (021) 9414-2203,Leandro Dias
93530837731286100685373113774461158327,93527667178678604856565676537320571831,2º,61 9886-6886,Davi Luiz da Mota
94324716675413194143701449768303854519,94321534000896833631169368099928671159,2º,(081) 6521-6351,Vitor Hugo da Conceição
95067082181326975560007428245167539127,95062317320405205189794421584712434615,1º,+55 (051) 4499 4899,Maria Julia Lopes
95418844289403882250902135262702470071,95415675004446986649122201371710587831,3º,(071) 8350 0863,Sr. Lucas Gabriel Castro
96025740729361023646549299562178413495,96022563521587876617361984372349338551,2º,+55 84 8396 0500,Lorenzo Melo
96413157253588924603741730168566449079,96409196083147698926967824149024867255,3º,(011) 9581-6619,Davi Lucca Moreira
97185631758874839379080994475773002679,97182464613078331664453817918692787127,3º,+55 (011) 7842-8657,Emanuella Monteiro
97847187153553434140833860962262188983,97843225032374258296045208633956631479,2º,11 9629-2101,Nicolas Viana
98522210702034153725093376585629959095,98519041575533583151118164241626170295,2º,(061) 5536-9154,Sofia Nascimento
99282010523565524037075749298963219383,99278047293192072991322266540634801079,3º,+55 81 4153 6630,Benjamin Cardoso
99922965566024297388502461203624494007,99919795964154751727753117421661324215,2º,41 9055 2273,Igor Correia
100658202438787695352952603760792961975,100655825673140429936896887626733454263,3º,(041) 7999-6981,Danilo Jesus
101439392121178341722664715675075085239,101437013612511500991430107695862252471,2º,(084) 5824 9610,Antônio da Luz
101860885787297902969471946633527952311,101856924141487702211119092821175567287,3º,21 6341 2074,Pedro Lucas Viana
102202358613137244665053955971224961975,102199190437374624262217017752543298487,3º,21 5596-9733,Isabella Campos
102874225236254420871967998612831732663,102869460216876325471211800356970562487,2º,71 5472-5152,Clarice Gonçalves
103373351488923371687481963089699799991,103369390397710308527479210806287270839,1º,+55 (081) 6381 1310,Juliana Sales
103676001881305423742149207757498352567,103672834180911778429008674184986100663,2º,+55 (071) 3492-0967,Bernardo Caldeira
104107797189255902213488108959147754423,104104638124731970949050114288491168695,1º,(011) 7778 4707,Emanuella Fernandes
104637845639157032796909596400196780983,104633871633753479813447586159438070711,3º,+55 21 9348 3020,Carolina Costela
104988813801817384046465360332406916023,104985644120719675875089180080931603383,3º,11 6675-3927,Letícia Araújo
105401593716939138960528744839553221559,105397632467269750769619979715754591159,3º,84 3738 5698,Isabella das Neves
105842099527532760674979850828848038839,105838931272541977761344094929884021687,1º,(084) 0464-2907,Igor Fogaça
106367383671109258490825297033685107639,106363421470701920132855422822218204087,3º,(071) 2579-5009,Olivia Pereira
106912475489139622506126489671461766071,106908514081013909290308254611120849847,3º,+55 (051) 6809 0165,Sophia da Cruz
